sample_id,patient_id,cohort,organ,disease_state,platform,dataset_title,study_link,features_path,counts_path,coords_path,size_factor_path,spots_path,genes_path,n_spots,n_genes,sf_normalization,split
ZEN44,Patient 3,Charting the Heterogeneity of Colorectal Cancer Consensus Molecular Subtypes using Spatial Transcriptomics: datasets,Bowel,Cancer,Visium,Charting the Heterogeneity of Colorectal Cancer Consensus Molecular Subtypes using Spatial Transcriptomics: datasets,https://www.biorxiv.org/content/10.1101/2023.01.23.525135v2,../processed/ZEN44/features_context.npy,../processed/ZEN44/counts.npz,../processed/ZEN44/coords.npy,../processed/ZEN44/size_factor.npy,../processed/ZEN44/spots.txt,../processed/ZEN44/genes.txt,1048,36601,mean,test
ZEN45,Patient 3,Charting the Heterogeneity of Colorectal Cancer Consensus Molecular Subtypes using Spatial Transcriptomics: datasets,Bowel,Cancer,Visium,Charting the Heterogeneity of Colorectal Cancer Consensus Molecular Subtypes using Spatial Transcriptomics: datasets,https://www.biorxiv.org/content/10.1101/2023.01.23.525135v2,../processed/ZEN45/features_context.npy,../processed/ZEN45/counts.npz,../processed/ZEN45/coords.npy,../processed/ZEN45/size_factor.npy,../processed/ZEN45/spots.txt,../processed/ZEN45/genes.txt,328,36601,mean,train
ZEN46,Patient 2,Charting the Heterogeneity of Colorectal Cancer Consensus Molecular Subtypes using Spatial Transcriptomics: datasets,Bowel,Cancer,Visium,Charting the Heterogeneity of Colorectal Cancer Consensus Molecular Subtypes using Spatial Transcriptomics: datasets,https://www.biorxiv.org/content/10.1101/2023.01.23.525135v2,../processed/ZEN46/features_context.npy,../processed/ZEN46/counts.npz,../processed/ZEN46/coords.npy,../processed/ZEN46/size_factor.npy,../processed/ZEN46/spots.txt,../processed/ZEN46/genes.txt,1803,36601,mean,train
ZEN47,Patient 2,Charting the Heterogeneity of Colorectal Cancer Consensus Molecular Subtypes using Spatial Transcriptomics: datasets,Bowel,Cancer,Visium,Charting the Heterogeneity of Colorectal Cancer Consensus Molecular Subtypes using Spatial Transcriptomics: datasets,https://www.biorxiv.org/content/10.1101/2023.01.23.525135v2,../processed/ZEN47/features_context.npy,../processed/ZEN47/counts.npz,../processed/ZEN47/coords.npy,../processed/ZEN47/size_factor.npy,../processed/ZEN47/spots.txt,../processed/ZEN47/genes.txt,2317,36601,mean,val
ZEN48,Patient 1,Charting the Heterogeneity of Colorectal Cancer Consensus Molecular Subtypes using Spatial Transcriptomics: datasets,Bowel,Cancer,Visium,Charting the Heterogeneity of Colorectal Cancer Consensus Molecular Subtypes using Spatial Transcriptomics: datasets,https://www.biorxiv.org/content/10.1101/2023.01.23.525135v2,../processed/ZEN48/features_context.npy,../processed/ZEN48/counts.npz,../processed/ZEN48/coords.npy,../processed/ZEN48/size_factor.npy,../processed/ZEN48/spots.txt,../processed/ZEN48/genes.txt,2385,36601,mean,train
ZEN49,Patient 1,Charting the Heterogeneity of Colorectal Cancer Consensus Molecular Subtypes using Spatial Transcriptomics: datasets,Bowel,Cancer,Visium,Charting the Heterogeneity of Colorectal Cancer Consensus Molecular Subtypes using Spatial Transcriptomics: datasets,https://www.biorxiv.org/content/10.1101/2023.01.23.525135v2,../processed/ZEN49/features_context.npy,../processed/ZEN49/counts.npz,../processed/ZEN49/coords.npy,../processed/ZEN49/size_factor.npy,../processed/ZEN49/spots.txt,../processed/ZEN49/genes.txt,2203,36601,mean,train
TENX70,,"Human Colorectal Cancer, 11 mm Capture Area (FFPE)",Bowel,Cancer,Visium,"Human Colorectal Cancer, 11 mm Capture Area (FFPE)",,../processed/TENX70/features_context.npy,../processed/TENX70/counts.npz,../processed/TENX70/coords.npy,../processed/TENX70/size_factor.npy,../processed/TENX70/spots.txt,../processed/TENX70/genes.txt,9080,18085,mean,train
TENX28,,"Human Colorectal Cancer: Targeted, Gene Signature Panel",Bowel,Cancer,Visium,"Human Colorectal Cancer: Targeted, Gene Signature Panel",,../processed/TENX28/features_context.npy,../processed/TENX28/counts.npz,../processed/TENX28/coords.npy,../processed/TENX28/size_factor.npy,../processed/TENX28/spots.txt,../processed/TENX28/genes.txt,3138,1142,mean,train
TENX29,,Human Colorectal Cancer: Whole Transcriptome Analysis,Bowel,Cancer,Visium,Human Colorectal Cancer: Whole Transcriptome Analysis,,../processed/TENX29/features_context.npy,../processed/TENX29/counts.npz,../processed/TENX29/coords.npy,../processed/TENX29/size_factor.npy,../processed/TENX29/spots.txt,../processed/TENX29/genes.txt,3138,36601,mean,train
TENX49,,Human Intestine Cancer (FPPE),Bowel,Cancer,Visium,Human Intestine Cancer (FPPE),,../processed/TENX49/features_context.npy,../processed/TENX49/counts.npz,../processed/TENX49/coords.npy,../processed/TENX49/size_factor.npy,../processed/TENX49/spots.txt,../processed/TENX49/genes.txt,2660,17943,mean,train
MEND33,Patient 1,"Human ileum, Visium",Bowel,Healthy,Visium,"Human ileum, Visium",https://pubmed.ncbi.nlm.nih.gov/34845373/,../processed/MEND33/features_context.npy,../processed/MEND33/counts.npz,../processed/MEND33/coords.npy,../processed/MEND33/size_factor.npy,../processed/MEND33/spots.txt,../processed/MEND33/genes.txt,3291,33538,mean,val
MEND34,Patient 1,"Human ileum, Visium",Bowel,Healthy,Visium,"Human ileum, Visium",https://pubmed.ncbi.nlm.nih.gov/34845373/,../processed/MEND34/features_context.npy,../processed/MEND34/counts.npz,../processed/MEND34/coords.npy,../processed/MEND34/size_factor.npy,../processed/MEND34/spots.txt,../processed/MEND34/genes.txt,3294,33538,mean,train
MEND35,Patient 1,"Human ileum, Visium",Bowel,Healthy,Visium,"Human ileum, Visium",https://pubmed.ncbi.nlm.nih.gov/34845373/,../processed/MEND35/features_context.npy,../processed/MEND35/counts.npz,../processed/MEND35/coords.npy,../processed/MEND35/size_factor.npy,../processed/MEND35/spots.txt,../processed/MEND35/genes.txt,3320,33538,mean,test
MEND36,Patient 1,"Human ileum, Visium",Bowel,Healthy,Visium,"Human ileum, Visium",https://pubmed.ncbi.nlm.nih.gov/34845373/,../processed/MEND36/features_context.npy,../processed/MEND36/counts.npz,../processed/MEND36/coords.npy,../processed/MEND36/size_factor.npy,../processed/MEND36/spots.txt,../processed/MEND36/genes.txt,3214,33538,mean,train
MEND91,,Spatially resolved transcriptomic profiling of degraded,Bowel,Healthy,Visium,Spatially resolved transcriptomic profiling of degraded,https://www.nature.com/articles/s41467-023-36071-5,../processed/MEND91/features_context.npy,../processed/MEND91/counts.npz,../processed/MEND91/coords.npy,../processed/MEND91/size_factor.npy,../processed/MEND91/spots.txt,../processed/MEND91/genes.txt,1154,17943,mean,train
MEND92,,Spatially resolved transcriptomic profiling of degraded,Bowel,Healthy,Visium,Spatially resolved transcriptomic profiling of degraded,https://www.nature.com/articles/s41467-023-36071-5,../processed/MEND92/features_context.npy,../processed/MEND92/counts.npz,../processed/MEND92/coords.npy,../processed/MEND92/size_factor.npy,../processed/MEND92/spots.txt,../processed/MEND92/genes.txt,1071,17943,mean,test
MEND93,,Spatially resolved transcriptomic profiling of degraded,Bowel,Healthy,Visium,Spatially resolved transcriptomic profiling of degraded,https://www.nature.com/articles/s41467-023-36071-5,../processed/MEND93/features_context.npy,../processed/MEND93/counts.npz,../processed/MEND93/coords.npy,../processed/MEND93/size_factor.npy,../processed/MEND93/spots.txt,../processed/MEND93/genes.txt,3742,17943,mean,val
MEND95,,Spatially resolved transcriptomic profiling of degraded,Bowel,Healthy,Visium,Spatially resolved transcriptomic profiling of degraded,https://www.nature.com/articles/s41467-023-36071-5,../processed/MEND95/features_context.npy,../processed/MEND95/counts.npz,../processed/MEND95/coords.npy,../processed/MEND95/size_factor.npy,../processed/MEND95/spots.txt,../processed/MEND95/genes.txt,1738,36601,mean,train
MEND96,,Spatially resolved transcriptomic profiling of degraded,Bowel,Healthy,Visium,Spatially resolved transcriptomic profiling of degraded,https://www.nature.com/articles/s41467-023-36071-5,../processed/MEND96/features_context.npy,../processed/MEND96/counts.npz,../processed/MEND96/coords.npy,../processed/MEND96/size_factor.npy,../processed/MEND96/spots.txt,../processed/MEND96/genes.txt,3360,17943,mean,train
TENX89,,Visium CytAssist Gene Expression Libraries of Post-Xenium Human Colon Cancer (FFPE),Bowel,Cancer,Visium,Visium CytAssist Gene Expression Libraries of Post-Xenium Human Colon Cancer (FFPE),,../processed/TENX89/features_context.npy,../processed/TENX89/counts.npz,../processed/TENX89/coords.npy,../processed/TENX89/size_factor.npy,../processed/TENX89/spots.txt,../processed/TENX89/genes.txt,6414,18085,mean,train
TENX90,,Visium CytAssist Gene Expression Libraries of Post-Xenium Human Colon Cancer (FFPE),Bowel,Cancer,Visium,Visium CytAssist Gene Expression Libraries of Post-Xenium Human Colon Cancer (FFPE),,../processed/TENX90/features_context.npy,../processed/TENX90/counts.npz,../processed/TENX90/coords.npy,../processed/TENX90/size_factor.npy,../processed/TENX90/spots.txt,../processed/TENX90/genes.txt,6487,18085,mean,test
TENX91,,Visium CytAssist Gene Expression Libraries of Post-Xenium Human Colon Cancer (FFPE),Bowel,Cancer,Visium,Visium CytAssist Gene Expression Libraries of Post-Xenium Human Colon Cancer (FFPE),,../processed/TENX91/features_context.npy,../processed/TENX91/counts.npz,../processed/TENX91/coords.npy,../processed/TENX91/size_factor.npy,../processed/TENX91/spots.txt,../processed/TENX91/genes.txt,6352,18085,mean,test
TENX92,,Visium CytAssist Gene Expression Libraries of Post-Xenium Human Colon Cancer (FFPE),Bowel,Cancer,Visium,Visium CytAssist Gene Expression Libraries of Post-Xenium Human Colon Cancer (FFPE),,../processed/TENX92/features_context.npy,../processed/TENX92/counts.npz,../processed/TENX92/coords.npy,../processed/TENX92/size_factor.npy,../processed/TENX92/spots.txt,../processed/TENX92/genes.txt,6518,18085,mean,train
TENX73,,"Human Brain Cancer, 11 mm Capture Area (FFPE)",Brain,Cancer,Visium,"Human Brain Cancer, 11 mm Capture Area (FFPE)",,../processed/TENX73/features_context.npy,../processed/TENX73/counts.npz,../processed/TENX73/coords.npy,../processed/TENX73/size_factor.npy,../processed/TENX73/spots.txt,../processed/TENX73/genes.txt,10878,18085,mean,train
TENX56,,"Human Cerebellum: Targeted, Neuroscience Panel",Brain,Healthy,Visium,"Human Cerebellum: Targeted, Neuroscience Panel",,../processed/TENX56/features_context.npy,../processed/TENX56/counts.npz,../processed/TENX56/coords.npy,../processed/TENX56/size_factor.npy,../processed/TENX56/spots.txt,../processed/TENX56/genes.txt,4992,1186,mean,train
TENX27,,Human Cerebellum: Whole Transcriptome Analysis,Brain,Healthy,Visium,Human Cerebellum: Whole Transcriptome Analysis,,../processed/TENX27/features_context.npy,../processed/TENX27/counts.npz,../processed/TENX27/coords.npy,../processed/TENX27/size_factor.npy,../processed/TENX27/spots.txt,../processed/TENX27/genes.txt,4992,1186,mean,test
TENX30,,"Human Glioblastoma: Targeted, Pan-Cancer Panel",Brain,Cancer,Visium,"Human Glioblastoma: Targeted, Pan-Cancer Panel",,../processed/TENX30/features_context.npy,../processed/TENX30/counts.npz,../processed/TENX30/coords.npy,../processed/TENX30/size_factor.npy,../processed/TENX30/spots.txt,../processed/TENX30/genes.txt,3468,1253,mean,test
TENX31,,Human Glioblastoma: Whole Transcriptome Analysis,Brain,Cancer,Visium,Human Glioblastoma: Whole Transcriptome Analysis,,../processed/TENX31/features_context.npy,../processed/TENX31/counts.npz,../processed/TENX31/coords.npy,../processed/TENX31/size_factor.npy,../processed/TENX31/spots.txt,../processed/TENX31/genes.txt,3468,36601,mean,train
NCBI653,,Spatial Multimodal Analysis: MALDI-MSI and Spatial Transcriptomics within the same tissue section,Brain,Diseased,Visium,Spatial Multimodal Analysis: MALDI-MSI and Spatial Transcriptomics within the same tissue section,https://www.nature.com/articles/s41587-023-01937-y,../processed/NCBI653/features_context.npy,../processed/NCBI653/counts.npz,../processed/NCBI653/coords.npy,../processed/NCBI653/size_factor.npy,../processed/NCBI653/spots.txt,../processed/NCBI653/genes.txt,4633,17943,mean,train
NCBI654,,Spatial Multimodal Analysis: MALDI-MSI and Spatial Transcriptomics within the same tissue section,Brain,Diseased,Visium,Spatial Multimodal Analysis: MALDI-MSI and Spatial Transcriptomics within the same tissue section,https://www.nature.com/articles/s41587-023-01937-y,../processed/NCBI654/features_context.npy,../processed/NCBI654/counts.npz,../processed/NCBI654/coords.npy,../processed/NCBI654/size_factor.npy,../processed/NCBI654/spots.txt,../processed/NCBI654/genes.txt,4868,17943,mean,val
NCBI655,,Spatial Multimodal Analysis: MALDI-MSI and Spatial Transcriptomics within the same tissue section,Brain,Diseased,Visium,Spatial Multimodal Analysis: MALDI-MSI and Spatial Transcriptomics within the same tissue section,https://www.nature.com/articles/s41587-023-01937-y,../processed/NCBI655/features_context.npy,../processed/NCBI655/counts.npz,../processed/NCBI655/coords.npy,../processed/NCBI655/size_factor.npy,../processed/NCBI655/spots.txt,../processed/NCBI655/genes.txt,4984,17943,mean,train
NCBI656,,Spatial Multimodal Analysis: MALDI-MSI and Spatial Transcriptomics within the same tissue section,Brain,Diseased,Visium,Spatial Multimodal Analysis: MALDI-MSI and Spatial Transcriptomics within the same tissue section,https://www.nature.com/articles/s41587-023-01937-y,../processed/NCBI656/features_context.npy,../processed/NCBI656/counts.npz,../processed/NCBI656/coords.npy,../processed/NCBI656/size_factor.npy,../processed/NCBI656/spots.txt,../processed/NCBI656/genes.txt,4968,17943,mean,test
NCBI657,,Spatial Multimodal Analysis: MALDI-MSI and Spatial Transcriptomics within the same tissue section,Brain,Diseased,Visium,Spatial Multimodal Analysis: MALDI-MSI and Spatial Transcriptomics within the same tissue section,https://www.nature.com/articles/s41587-023-01937-y,../processed/NCBI657/features_context.npy,../processed/NCBI657/counts.npz,../processed/NCBI657/coords.npy,../processed/NCBI657/size_factor.npy,../processed/NCBI657/spots.txt,../processed/NCBI657/genes.txt,3900,36601,mean,train
NCBI628,Patient 928,Spatial transcriptomics reveal unnresolved wound repair as potential driver of PFA Ependymoma progression,Brain,Cancer,Visium,Spatial transcriptomics reveal unnresolved wound repair as potential driver of PFA Ependymoma progression,https://academic.oup.com/neuro-oncology/article/24/Supplement_1/i45/6600572,../processed/NCBI628/features_context.npy,../processed/NCBI628/counts.npz,../processed/NCBI628/coords.npy,../processed/NCBI628/size_factor.npy,../processed/NCBI628/spots.txt,../processed/NCBI628/genes.txt,1262,36601,mean,train
NCBI629,Patient 1513,Spatial transcriptomics reveal unnresolved wound repair as potential driver of PFA Ependymoma progression,Brain,Cancer,Visium,Spatial transcriptomics reveal unnresolved wound repair as potential driver of PFA Ependymoma progression,https://academic.oup.com/neuro-oncology/article/24/Supplement_1/i45/6600572,../processed/NCBI629/features_context.npy,../processed/NCBI629/counts.npz,../processed/NCBI629/coords.npy,../processed/NCBI629/size_factor.npy,../processed/NCBI629/spots.txt,../processed/NCBI629/genes.txt,3620,36601,mean,test
NCBI630,Patient 1239,Spatial transcriptomics reveal unnresolved wound repair as potential driver of PFA Ependymoma progression,Brain,Cancer,Visium,Spatial transcriptomics reveal unnresolved wound repair as potential driver of PFA Ependymoma progression,https://academic.oup.com/neuro-oncology/article/24/Supplement_1/i45/6600572,../processed/NCBI630/features_context.npy,../processed/NCBI630/counts.npz,../processed/NCBI630/coords.npy,../processed/NCBI630/size_factor.npy,../processed/NCBI630/spots.txt,../processed/NCBI630/genes.txt,2961,36601,mean,train
NCBI631,Patient 928,Spatial transcriptomics reveal unnresolved wound repair as potential driver of PFA Ependymoma progression,Brain,Cancer,Visium,Spatial transcriptomics reveal unnresolved wound repair as potential driver of PFA Ependymoma progression,https://academic.oup.com/neuro-oncology/article/24/Supplement_1/i45/6600572,../processed/NCBI631/features_context.npy,../processed/NCBI631/counts.npz,../processed/NCBI631/coords.npy,../processed/NCBI631/size_factor.npy,../processed/NCBI631/spots.txt,../processed/NCBI631/genes.txt,2051,36601,mean,train
NCBI632,Patient 1269,Spatial transcriptomics reveal unnresolved wound repair as potential driver of PFA Ependymoma progression,Brain,Cancer,Visium,Spatial transcriptomics reveal unnresolved wound repair as potential driver of PFA Ependymoma progression,https://academic.oup.com/neuro-oncology/article/24/Supplement_1/i45/6600572,../processed/NCBI632/features_context.npy,../processed/NCBI632/counts.npz,../processed/NCBI632/coords.npy,../processed/NCBI632/size_factor.npy,../processed/NCBI632/spots.txt,../processed/NCBI632/genes.txt,2743,36601,mean,train
NCBI633,Patient 1101,Spatial transcriptomics reveal unnresolved wound repair as potential driver of PFA Ependymoma progression,Brain,Cancer,Visium,Spatial transcriptomics reveal unnresolved wound repair as potential driver of PFA Ependymoma progression,https://academic.oup.com/neuro-oncology/article/24/Supplement_1/i45/6600572,../processed/NCBI633/features_context.npy,../processed/NCBI633/counts.npz,../processed/NCBI633/coords.npy,../processed/NCBI633/size_factor.npy,../processed/NCBI633/spots.txt,../processed/NCBI633/genes.txt,3153,36601,mean,test
NCBI634,Patient 848,Spatial transcriptomics reveal unnresolved wound repair as potential driver of PFA Ependymoma progression,Brain,Cancer,Visium,Spatial transcriptomics reveal unnresolved wound repair as potential driver of PFA Ependymoma progression,https://academic.oup.com/neuro-oncology/article/24/Supplement_1/i45/6600572,../processed/NCBI634/features_context.npy,../processed/NCBI634/counts.npz,../processed/NCBI634/coords.npy,../processed/NCBI634/size_factor.npy,../processed/NCBI634/spots.txt,../processed/NCBI634/genes.txt,1842,36601,mean,train
NCBI635,Patient 821,Spatial transcriptomics reveal unnresolved wound repair as potential driver of PFA Ependymoma progression,Brain,Cancer,Visium,Spatial transcriptomics reveal unnresolved wound repair as potential driver of PFA Ependymoma progression,https://academic.oup.com/neuro-oncology/article/24/Supplement_1/i45/6600572,../processed/NCBI635/features_context.npy,../processed/NCBI635/counts.npz,../processed/NCBI635/coords.npy,../processed/NCBI635/size_factor.npy,../processed/NCBI635/spots.txt,../processed/NCBI635/genes.txt,3027,36601,mean,train
NCBI636,Patient 723,Spatial transcriptomics reveal unnresolved wound repair as potential driver of PFA Ependymoma progression,Brain,Cancer,Visium,Spatial transcriptomics reveal unnresolved wound repair as potential driver of PFA Ependymoma progression,https://academic.oup.com/neuro-oncology/article/24/Supplement_1/i45/6600572,../processed/NCBI636/features_context.npy,../processed/NCBI636/counts.npz,../processed/NCBI636/coords.npy,../processed/NCBI636/size_factor.npy,../processed/NCBI636/spots.txt,../processed/NCBI636/genes.txt,1616,36601,mean,train
NCBI637,Patient 459,Spatial transcriptomics reveal unnresolved wound repair as potential driver of PFA Ependymoma progression,Brain,Cancer,Visium,Spatial transcriptomics reveal unnresolved wound repair as potential driver of PFA Ependymoma progression,https://academic.oup.com/neuro-oncology/article/24/Supplement_1/i45/6600572,../processed/NCBI637/features_context.npy,../processed/NCBI637/counts.npz,../processed/NCBI637/coords.npy,../processed/NCBI637/size_factor.npy,../processed/NCBI637/spots.txt,../processed/NCBI637/genes.txt,2705,36601,mean,train
NCBI638,Patient 812,Spatial transcriptomics reveal unnresolved wound repair as potential driver of PFA Ependymoma progression,Brain,Cancer,Visium,Spatial transcriptomics reveal unnresolved wound repair as potential driver of PFA Ependymoma progression,https://academic.oup.com/neuro-oncology/article/24/Supplement_1/i45/6600572,../processed/NCBI638/features_context.npy,../processed/NCBI638/counts.npz,../processed/NCBI638/coords.npy,../processed/NCBI638/size_factor.npy,../processed/NCBI638/spots.txt,../processed/NCBI638/genes.txt,3060,36601,mean,val
NCBI639,Patient 727,Spatial transcriptomics reveal unnresolved wound repair as potential driver of PFA Ependymoma progression,Brain,Cancer,Visium,Spatial transcriptomics reveal unnresolved wound repair as potential driver of PFA Ependymoma progression,https://academic.oup.com/neuro-oncology/article/24/Supplement_1/i45/6600572,../processed/NCBI639/features_context.npy,../processed/NCBI639/counts.npz,../processed/NCBI639/coords.npy,../processed/NCBI639/size_factor.npy,../processed/NCBI639/spots.txt,../processed/NCBI639/genes.txt,979,36601,mean,train
NCBI640,Patient 723,Spatial transcriptomics reveal unnresolved wound repair as potential driver of PFA Ependymoma progression,Brain,Cancer,Visium,Spatial transcriptomics reveal unnresolved wound repair as potential driver of PFA Ependymoma progression,https://academic.oup.com/neuro-oncology/article/24/Supplement_1/i45/6600572,../processed/NCBI640/features_context.npy,../processed/NCBI640/counts.npz,../processed/NCBI640/coords.npy,../processed/NCBI640/size_factor.npy,../processed/NCBI640/spots.txt,../processed/NCBI640/genes.txt,1959,36601,mean,train
NCBI641,Patient 459,Spatial transcriptomics reveal unnresolved wound repair as potential driver of PFA Ependymoma progression,Brain,Cancer,Visium,Spatial transcriptomics reveal unnresolved wound repair as potential driver of PFA Ependymoma progression,https://academic.oup.com/neuro-oncology/article/24/Supplement_1/i45/6600572,../processed/NCBI641/features_context.npy,../processed/NCBI641/counts.npz,../processed/NCBI641/coords.npy,../processed/NCBI641/size_factor.npy,../processed/NCBI641/spots.txt,../processed/NCBI641/genes.txt,2236,36601,mean,train
MEND63,,Spatially resolved transcriptomic profiling of degraded,Brain,Cancer,Visium,Spatially resolved transcriptomic profiling of degraded,https://www.nature.com/articles/s41467-023-36071-5,../processed/MEND63/features_context.npy,../processed/MEND63/counts.npz,../processed/MEND63/coords.npy,../processed/MEND63/size_factor.npy,../processed/MEND63/spots.txt,../processed/MEND63/genes.txt,1433,17943,mean,train
MEND64,,Spatially resolved transcriptomic profiling of degraded,Brain,Cancer,Visium,Spatially resolved transcriptomic profiling of degraded,https://www.nature.com/articles/s41467-023-36071-5,../processed/MEND64/features_context.npy,../processed/MEND64/counts.npz,../processed/MEND64/coords.npy,../processed/MEND64/size_factor.npy,../processed/MEND64/spots.txt,../processed/MEND64/genes.txt,1943,17943,mean,train
MEND65,,Spatially resolved transcriptomic profiling of degraded,Brain,Cancer,Visium,Spatially resolved transcriptomic profiling of degraded,https://www.nature.com/articles/s41467-023-36071-5,../processed/MEND65/features_context.npy,../processed/MEND65/counts.npz,../processed/MEND65/coords.npy,../processed/MEND65/size_factor.npy,../processed/MEND65/spots.txt,../processed/MEND65/genes.txt,1323,17943,mean,val
MEND66,,Spatially resolved transcriptomic profiling of degraded,Brain,Cancer,Visium,Spatially resolved transcriptomic profiling of degraded,https://www.nature.com/articles/s41467-023-36071-5,../processed/MEND66/features_context.npy,../processed/MEND66/counts.npz,../processed/MEND66/coords.npy,../processed/MEND66/size_factor.npy,../processed/MEND66/spots.txt,../processed/MEND66/genes.txt,1238,17943,mean,test
MEND67,,Spatially resolved transcriptomic profiling of degraded,Brain,Cancer,Visium,Spatially resolved transcriptomic profiling of degraded,https://www.nature.com/articles/s41467-023-36071-5,../processed/MEND67/features_context.npy,../processed/MEND67/counts.npz,../processed/MEND67/coords.npy,../processed/MEND67/size_factor.npy,../processed/MEND67/spots.txt,../processed/MEND67/genes.txt,1702,36601,mean,val
MEND68,,Spatially resolved transcriptomic profiling of degraded,Brain,Cancer,Visium,Spatially resolved transcriptomic profiling of degraded,https://www.nature.com/articles/s41467-023-36071-5,../processed/MEND68/features_context.npy,../processed/MEND68/counts.npz,../processed/MEND68/coords.npy,../processed/MEND68/size_factor.npy,../processed/MEND68/spots.txt,../processed/MEND68/genes.txt,1490,36601,mean,train
MISC1,   ,spatialLIBD,Brain,Healthy,Visium,spatialLIBD,https://www.nature.com/articles/s41593-020-00787-0#data-availability,../processed/MISC1/features_context.npy,../processed/MISC1/counts.npz,../processed/MISC1/coords.npy,../processed/MISC1/size_factor.npy,../processed/MISC1/spots.txt,../processed/MISC1/genes.txt,3460,33538,mean,test
MISC10,   ,spatialLIBD,Brain,Healthy,Visium,spatialLIBD,https://www.nature.com/articles/s41593-020-00787-0#data-availability,../processed/MISC10/features_context.npy,../processed/MISC10/counts.npz,../processed/MISC10/coords.npy,../processed/MISC10/size_factor.npy,../processed/MISC10/spots.txt,../processed/MISC10/genes.txt,4789,33538,mean,train
MISC11,   ,spatialLIBD,Brain,Healthy,Visium,spatialLIBD,https://www.nature.com/articles/s41593-020-00787-0#data-availability,../processed/MISC11/features_context.npy,../processed/MISC11/counts.npz,../processed/MISC11/coords.npy,../processed/MISC11/size_factor.npy,../processed/MISC11/spots.txt,../processed/MISC11/genes.txt,4384,33538,mean,test
MISC12,   ,spatialLIBD,Brain,Healthy,Visium,spatialLIBD,https://www.nature.com/articles/s41593-020-00787-0#data-availability,../processed/MISC12/features_context.npy,../processed/MISC12/counts.npz,../processed/MISC12/coords.npy,../processed/MISC12/size_factor.npy,../processed/MISC12/spots.txt,../processed/MISC12/genes.txt,4226,33538,mean,train
MISC2,   ,spatialLIBD,Brain,Healthy,Visium,spatialLIBD,https://www.nature.com/articles/s41593-020-00787-0#data-availability,../processed/MISC2/features_context.npy,../processed/MISC2/counts.npz,../processed/MISC2/coords.npy,../processed/MISC2/size_factor.npy,../processed/MISC2/spots.txt,../processed/MISC2/genes.txt,3592,33538,mean,train
MISC3,   ,spatialLIBD,Brain,Healthy,Visium,spatialLIBD,https://www.nature.com/articles/s41593-020-00787-0#data-availability,../processed/MISC3/features_context.npy,../processed/MISC3/counts.npz,../processed/MISC3/coords.npy,../processed/MISC3/size_factor.npy,../processed/MISC3/spots.txt,../processed/MISC3/genes.txt,3673,33538,mean,test
MISC4,   ,spatialLIBD,Brain,Healthy,Visium,spatialLIBD,https://www.nature.com/articles/s41593-020-00787-0#data-availability,../processed/MISC4/features_context.npy,../processed/MISC4/counts.npz,../processed/MISC4/coords.npy,../processed/MISC4/size_factor.npy,../processed/MISC4/spots.txt,../processed/MISC4/genes.txt,3639,33538,mean,train
MISC5,   ,spatialLIBD,Brain,Healthy,Visium,spatialLIBD,https://www.nature.com/articles/s41593-020-00787-0#data-availability,../processed/MISC5/features_context.npy,../processed/MISC5/counts.npz,../processed/MISC5/coords.npy,../processed/MISC5/size_factor.npy,../processed/MISC5/spots.txt,../processed/MISC5/genes.txt,4015,33538,mean,train
MISC6,   ,spatialLIBD,Brain,Healthy,Visium,spatialLIBD,https://www.nature.com/articles/s41593-020-00787-0#data-availability,../processed/MISC6/features_context.npy,../processed/MISC6/counts.npz,../processed/MISC6/coords.npy,../processed/MISC6/size_factor.npy,../processed/MISC6/spots.txt,../processed/MISC6/genes.txt,4110,33538,mean,train
MISC7,   ,spatialLIBD,Brain,Healthy,Visium,spatialLIBD,https://www.nature.com/articles/s41593-020-00787-0#data-availability,../processed/MISC7/features_context.npy,../processed/MISC7/counts.npz,../processed/MISC7/coords.npy,../processed/MISC7/size_factor.npy,../processed/MISC7/spots.txt,../processed/MISC7/genes.txt,3498,33538,mean,train
MISC8,   ,spatialLIBD,Brain,Healthy,Visium,spatialLIBD,https://www.nature.com/articles/s41593-020-00787-0#data-availability,../processed/MISC8/features_context.npy,../processed/MISC8/counts.npz,../processed/MISC8/coords.npy,../processed/MISC8/size_factor.npy,../processed/MISC8/spots.txt,../processed/MISC8/genes.txt,3661,33538,mean,train
MISC9,   ,spatialLIBD,Brain,Healthy,Visium,spatialLIBD,https://www.nature.com/articles/s41593-020-00787-0#data-availability,../processed/MISC9/features_context.npy,../processed/MISC9/counts.npz,../processed/MISC9/coords.npy,../processed/MISC9/size_factor.npy,../processed/MISC9/spots.txt,../processed/MISC9/genes.txt,4634,33538,mean,train
TENX68,,"Fresh Frozen Visium on CytAssist: Human Breast Cancer, Probe-Based Whole Transcriptome Profiling",Breast,Cancer,Visium,"Fresh Frozen Visium on CytAssist: Human Breast Cancer, Probe-Based Whole Transcriptome Profiling",,../processed/TENX68/features_context.npy,../processed/TENX68/counts.npz,../processed/TENX68/coords.npy,../processed/TENX68/size_factor.npy,../processed/TENX68/spots.txt,../processed/TENX68/genes.txt,1657,18085,mean,train
